Temperature °C,RelH,windspeed,wind direction,net radiation,solar radiation,rainfall,Date and Time
7.64,92,3.956,216.4,95.7,163.6,0,2023-06-15T13:00:00Z
8.32,91.6,3.53,141.9,208.1,302.7,0,2023-06-15T13:15:00Z
8.96,90.9,5.182,178.9,231.9,334.2,0,2023-06-15T13:30:00Z
9.48,90,3.956,159.8,219.6,308.5,0,2023-06-15T13:45:00Z
10.4,88.9,3.797,167.5,215.7,296.8,0,2023-06-15T14:00:00Z
10.39,87.6,4.915,174.6,107.7,165.1,0,2023-06-15T14:15:00Z
10.68,86.7,4.436,180.2,219.3,255,0,2023-06-15T14:30:00Z
11.24,85.9,4.596,167.5,279.3,330.9,0,2023-06-15T14:45:00Z
11.82,84.9,4.755,194.2,239.9,297,0,2023-06-15T15:00:00Z
12,83.9,5.395,154.2,144.2,192.8,0,2023-06-15T15:15:00Z
12.2,83.3,4.702,161.6,155.9,188.6,0,2023-06-15T15:30:00Z
12.53,82.6,6.034,157,149.4,181,0,2023-06-15T15:45:00Z
12.89,81.8,4.276,168.4,198.4,237.4,0,2023-06-15T16:00:00Z
13.55,81.2,5.554,167.5,213.4,254.4,0,2023-06-15T16:15:00Z
13.77,80.1,5.821,168.6,148.9,177.7,0,2023-06-15T16:30:00Z
13.77,79.5,5.608,181.6,168.1,197.3,0,2023-06-15T16:45:00Z
