Temperature °C,RelH,windspeed,wind direction,net radiation,solar radiation,rainfall,Date and Time
26.55,57.93,2.731,69.68,417.4,460.5,0,2023-05-25T17:30:00Z
27.05,57.05,3.317,46.59,376.6,426.2,0,2023-05-25T17:45:00Z
26.73,55.64,4.17,303.6,281.8,333,0,2023-05-25T18:00:00Z
26.62,55.61,2.891,0.864,222.8,277.5,0,2023-05-25T18:15:00Z
26.71,56.13,3.051,26.7,255.4,315,0,2023-05-25T18:30:00Z
26.88,55.84,1.773,40.3,201.3,265.7,0,2023-05-25T18:45:00Z
26.66,56.48,1.187,25.65,117.6,185.1,0,2023-05-25T19:00:00Z
26.58,57.67,0,6.532,173.7,250.6,0,2023-05-25T19:15:00Z
26.86,57.81,0,340.2,91.5,213.3,0,2023-05-25T19:30:00Z
26.04,58.11,0,323.9,-9.75,88,0,2023-05-25T19:45:00Z
24.75,59.9,0,327.7,-21,31.9,0,2023-05-25T20:00:00Z
23.86,62.61,0,348.2,-28.05,22.75,0,2023-05-25T20:15:00Z
23.1,65.36,0,17.1,-33.12,16.88,0,2023-05-25T20:30:00Z
22.31,68.67,0,27.29,-38.37,10.61,0,2023-05-25T20:45:00Z
21.67,71.6,0,350.8,-48.21,4.156,0,2023-05-25T21:00:00Z
21.06,74.1,0,19.42,-49.52,0.844,0,2023-05-25T21:15:00Z
20.53,76.1,0,2.692,-46.21,0.061,0,2023-05-25T21:30:00Z
20.04,77.8,0,16.34,-44.34,0.081,0,2023-05-25T21:45:00Z
19.69,79.3,0,346.4,-41.2,0.131,0,2023-05-25T22:00:00Z
19.6,80.2,0,23.46,-39.85,0.148,0,2023-05-25T22:15:00Z
19.63,81.1,0,58.66,-39.14,0.149,0,2023-05-25T22:30:00Z
19.46,81.9,0,34.24,-39.34,0.159,0,2023-05-25T22:45:00Z
19.32,82.6,0,43.23,-39.29,0.139,0,2023-05-25T23:00:00Z
19.47,83,1.08,74.4,-44.63,0.098,0,2023-05-25T23:15:00Z
19.46,83,0,45.01,-46.53,0.058,0,2023-05-25T23:30:00Z
18.96,83.1,0,44.82,-39.86,0.046,0,2023-05-25T23:45:00Z
19.21,84,0,36.55,-54.29,0.045,0,2023-05-26T00:00:00Z
19.51,83.3,0,29.43,-70.3,0.03,0,2023-05-26T00:15:00Z
19.12,83.2,0,42.51,-50.86,0.036,0,2023-05-26T00:30:00Z
18.8,83.7,0,42.27,-48.49,0.027,0,2023-05-26T00:45:00Z
18.48,84.3,2.518,27.32,-50.68,0.043,0,2023-05-26T01:00:00Z
18.59,84.5,0.334,26.69,-53.06,0.017,0,2023-05-26T01:15:00Z
18.54,84.5,2.039,47.62,-56.04,0.003,0,2023-05-26T01:30:00Z
18.37,84.5,0,22.7,-58.53,0.007,0,2023-05-26T01:45:00Z
18.12,84.6,0,53.68,-59.33,0.005,0,2023-05-26T02:00:00Z
17.96,85.2,2.572,9.04,-56.57,0.008,0,2023-05-26T02:15:00Z
18.18,85.1,2.731,32.37,-61.25,0.003,0,2023-05-26T02:30:00Z
18.02,85.1,0,20.73,-63.28,0.005,0,2023-05-26T02:45:00Z
17.89,85.4,2.412,34.11,-62.76,0.002,0,2023-05-26T03:00:00Z
17.66,85.6,0,40.07,-60.23,0.002,0,2023-05-26T03:15:00Z
17.69,86,0,32.71,-58.32,0.002,0,2023-05-26T03:30:00Z
17.71,85.9,2.305,23.72,-58.66,0.002,0,2023-05-26T03:45:00Z
17.76,86,0,77.7,-57.52,0,0,2023-05-26T04:00:00Z
17.67,85.9,0,59.22,-57.76,0.002,0,2023-05-26T04:15:00Z
17.65,86.1,0,107.1,-57.68,0.002,0,2023-05-26T04:30:00Z
17.44,86.2,0,24.58,-57.29,0,0,2023-05-26T04:45:00Z
17.47,86.5,0,29.05,-56.04,0,0,2023-05-26T05:00:00Z
17.41,86.6,0,13.28,-58.72,0,0,2023-05-26T05:15:00Z
17.17,87,0,14.24,-58.61,0.002,0,2023-05-26T05:30:00Z
17.37,87.3,4.223,22.51,-59.59,0,0,2023-05-26T05:45:00Z
17.23,87.3,2.785,20.35,-62.3,0,0,2023-05-26T06:00:00Z
17.04,87.8,3.157,29.87,-60.34,0.002,0,2023-05-26T06:15:00Z
17.16,88,0,51.13,-56.46,0,0,2023-05-26T06:30:00Z
17.06,87.9,2.731,56.19,-55.06,0,0,2023-05-26T06:45:00Z
17.05,88.1,3.53,15.39,-51.63,0,0,2023-05-26T07:00:00Z
17.14,88.1,3.637,20.3,-52.94,0,0,2023-05-26T07:15:00Z
17.14,88,3.743,29.73,-54.11,0.002,0,2023-05-26T07:30:00Z
17.12,87.9,3.371,32.76,-53.01,0,0,2023-05-26T07:45:00Z
17.12,87.6,3.211,19.82,-52.11,0,0,2023-05-26T08:00:00Z
16.97,87.5,2.518,34.88,-51.17,0,0,2023-05-26T08:15:00Z
16.9,87.8,3.797,28.72,-48.78,0,0,2023-05-26T08:30:00Z
17.04,87.6,3.424,35.16,-43.59,0,0,2023-05-26T08:45:00Z
17.01,87.4,3.85,25.21,-51.87,0,0,2023-05-26T09:00:00Z
16.86,87.5,2.518,25.21,-47.82,0.002,0,2023-05-26T09:15:00Z
16.78,87.9,3.903,18.66,-41.74,0,0,2023-05-26T09:30:00Z
16.95,87.9,4.436,21.26,-35.6,0,0,2023-05-26T09:45:00Z
17.21,87.1,4.223,28.29,-41.93,0,0,2023-05-26T10:00:00Z
17.32,86.5,4.542,35.07,-29.18,0.007,0,2023-05-26T10:15:00Z
17.37,86.2,3.584,72.7,-34.71,0.626,0,2023-05-26T10:30:00Z
17.35,86.1,0.601,27.71,-29.55,3.561,0,2023-05-26T10:45:00Z
17.42,86.2,2.039,44.93,-14.77,12.29,0,2023-05-26T11:00:00Z
17.63,85.9,1.879,30.21,-1.463,26.52,0,2023-05-26T11:15:00Z
17.79,85.9,0,253.2,13.23,37.55,0,2023-05-26T11:30:00Z
18.03,85.8,0,53.87,24.2,46.54,0,2023-05-26T11:45:00Z
18.4,85.9,0,78.1,62.02,89.9,0,2023-05-26T12:00:00Z
18.97,85.7,0,32.56,64.67,107.7,0,2023-05-26T12:15:00Z
19.8,84.9,3.53,52.42,79.8,119.1,0,2023-05-26T12:30:00Z
21.15,82,5.022,17.5,164.7,204.7,0,2023-05-26T12:45:00Z
21.98,77.8,5.927,28.08,169.2,195.7,0,2023-05-26T13:00:00Z
22.01,75.1,5.874,37.89,98.6,115.5,0,2023-05-26T13:15:00Z
22.06,73.9,5.501,313,142.1,163.9,0,2023-05-26T13:30:00Z
22.77,72.6,5.714,31.3,265,287.3,0,2023-05-26T13:45:00Z
23.34,70.6,7.15,39.13,209.3,225,0,2023-05-26T14:00:00Z
23.37,69.59,5.821,23.12,199.4,222.1,0,2023-05-26T14:15:00Z
23.71,68.93,7.84,30.71,232.1,259.7,0,2023-05-26T14:30:00Z
23.62,68.39,6.78,10.57,127.8,151.5,0,2023-05-26T14:45:00Z
23.12,69.04,5.341,33.4,-24.63,77.3,0,2023-05-26T15:00:00Z
22.12,71.7,5.341,25.33,-81.2,15.13,0,2023-05-26T15:15:00Z
20.48,76.9,5.182,9.23,-45.07,14.04,0,2023-05-26T15:30:00Z
19.48,81.8,5.022,9.47,-2.529,34.3,0,2023-05-26T15:45:00Z
19.31,84.7,3.157,68.93,-14.65,6.67,0,2023-05-26T16:00:00Z
19.16,86.7,5.448,29.9,-8.48,13.55,0,2023-05-26T16:15:00Z
19.22,88.2,6.034,13.99,-10.39,23.12,0,2023-05-26T16:30:00Z
19.3,88.8,5.768,29.43,-10.48,14.29,0,2023-05-26T16:45:00Z
19.06,89.2,5.341,29,-30.27,4.565,0,2023-05-26T17:00:00Z
18.45,90,7.31,28.23,-21.66,4.705,0,2023-05-26T17:15:00Z
18.18,90.7,5.235,20.25,-19.45,9.36,0,2023-05-26T17:30:00Z
18.22,91.2,3.211,31.16,-13.94,8.73,0,2023-05-26T17:45:00Z
18.44,91.8,4.329,50.83,8.21,37.8,0,2023-05-26T18:00:00Z
18.65,92.2,3.584,31.64,9.15,42.75,0,2023-05-26T18:15:00Z
18.79,92.2,3.264,0.096,5.158,27.62,0,2023-05-26T18:30:00Z
18.78,92.2,4.436,309,-11.27,7.03,0,2023-05-26T18:45:00Z
18.73,92.6,4.542,44.43,-12.88,4.857,0,2023-05-26T19:00:00Z
18.52,93,4.276,304.6,-13.13,3.978,0,2023-05-26T19:15:00Z
18.47,93.1,2.785,306.6,-7.91,3.235,0,2023-05-26T19:30:00Z
18.35,93.2,2.625,283,-7.08,3.283,0,2023-05-26T19:45:00Z
18.23,93.3,2.944,231.1,-9.27,2.346,0,2023-05-26T20:00:00Z
18.16,93.6,2.731,279.1,-0.925,11.54,0,2023-05-26T20:15:00Z
18.16,93.9,1.133,27.12,-1.781,16.83,0,2023-05-26T20:30:00Z
18.17,93.9,1.559,24.77,-1.312,35.29,0,2023-05-26T20:45:00Z
18.04,93.9,0.974,18.27,-31.28,12.01,0,2023-05-26T21:00:00Z
17.77,94,1.773,31.55,-29.22,1.929,0,2023-05-26T21:15:00Z
17.71,94.2,1.719,145.3,-8.32,0.234,0,2023-05-26T21:30:00Z
17.78,94.2,0,336.5,-3.902,0.221,0,2023-05-26T21:45:00Z
17.87,94.3,0,36.07,-18.18,0.224,0,2023-05-26T22:00:00Z
17.63,94.2,0,303.8,-42.69,0.275,0,2023-05-26T22:15:00Z
17.32,94,0,304.3,-22.7,0.304,0,2023-05-26T22:30:00Z
17.39,94.4,0,336.2,-20.92,0.33,0,2023-05-26T22:45:00Z
17.32,94.3,0,281,-39.26,0.36,0,2023-05-26T23:00:00Z
17.08,94.4,0,30.49,-45.58,0.36,0,2023-05-26T23:15:00Z
16.8,94.6,0,228.3,-41,0.355,0,2023-05-26T23:30:00Z
16.68,94.7,0,24.24,-26.25,0.375,0,2023-05-26T23:45:00Z
16.34,95,0,27.23,-49.78,0.385,0,2023-05-27T00:00:00Z
16.18,94.8,0,249.5,-33.5,0.388,0,2023-05-27T00:15:00Z
16.06,94.9,0,38.48,-25.34,0.39,0,2023-05-27T00:30:00Z
16.13,95,0,7.5,4.002,0.387,0,2023-05-27T00:45:00Z
16.55,95,0,245.9,2.978,0.392,0,2023-05-27T01:00:00Z
17.1,95,0,15.68,-0.116,0.377,0,2023-05-27T01:15:00Z
16.87,95.1,0,20.88,-1.442,0.387,0,2023-05-27T01:30:00Z
16.91,95.1,0,290.2,-3.916,0.388,0,2023-05-27T01:45:00Z
17.36,95.2,0,313.2,-3.128,0.387,0,2023-05-27T02:00:00Z
17.43,95.2,2.092,214,0.026,0.387,0,2023-05-27T02:15:00Z
17.64,95.4,2.145,199.7,-2.466,0.372,0,2023-05-27T02:30:00Z
17.61,95.5,2.465,198.6,-1.235,0.345,0,2023-05-27T02:45:00Z
17.62,95.6,2.731,191.2,-0.413,0.372,0,2023-05-27T03:00:00Z
17.65,95.7,3.317,215.4,-1.682,0.38,0,2023-05-27T03:15:00Z
17.37,95.6,3.477,203.4,-2.771,0.393,0,2023-05-27T03:30:00Z
17.17,95.7,3.317,205.9,-3.055,0.392,0,2023-05-27T03:45:00Z
17.03,95.7,3.424,202.7,-4.199,0.38,0,2023-05-27T04:00:00Z
16.84,95.8,3.584,192,-4.169,0.395,0,2023-05-27T04:15:00Z
16.67,95.8,4.116,191.8,-3.877,0.392,0,2023-05-27T04:30:00Z
16.29,95.8,4.223,196.9,-3.051,0.395,0,2023-05-27T04:45:00Z
16.15,95.9,3.797,214.4,-2.44,0.395,0,2023-05-27T05:00:00Z
16.21,96,3.743,202.4,-2.44,0.398,0,2023-05-27T05:15:00Z
16.27,96.1,3.424,200.5,-2.578,0.398,0,2023-05-27T05:30:00Z
16.29,96.2,3.264,171.9,-2.027,0.398,0,2023-05-27T05:45:00Z
16.35,96.2,4.649,179,-1.928,0.398,0,2023-05-27T06:00:00Z
16.5,96.3,4.063,187.8,-1.769,0.398,0,2023-05-27T06:15:00Z
16.44,96.3,6.087,197.5,-4.133,0.398,0,2023-05-27T06:30:00Z
15.93,96.3,4.702,190,-2.569,0.393,0,2023-05-27T06:45:00Z
15.86,96.3,4.915,177.7,0.176,0.395,0,2023-05-27T07:00:00Z
15.79,96.3,4.436,206,1.11,0.392,0,2023-05-27T07:15:00Z
15.68,96.3,5.075,188.8,3.559,0.375,0,2023-05-27T07:30:00Z
15.53,96.3,5.075,191.4,8.87,0.375,0,2023-05-27T07:45:00Z
15.33,96.2,5.128,177.2,11.66,0.352,0,2023-05-27T08:00:00Z
15.15,96.2,5.235,178.4,11.41,0.34,0,2023-05-27T08:15:00Z
15.03,96,4.329,195.2,6.653,0.322,0,2023-05-27T08:30:00Z
14.89,95.9,5.022,165.9,1.313,0.299,0,2023-05-27T08:45:00Z
14.73,95.9,4.17,186.1,-3.24,0.289,0,2023-05-27T09:00:00Z
14.63,95.8,5.714,198.1,-2.452,0.231,0,2023-05-27T09:15:00Z
14.5,95.8,4.915,208.1,-7.11,0.219,0,2023-05-27T09:30:00Z
14.35,95.8,5.874,188.1,-5.756,0.191,0,2023-05-27T09:45:00Z
14.22,95.7,5.128,183,-8.29,0.183,0,2023-05-27T10:00:00Z
14.1,95.6,4.862,191.5,-11.61,0.211,0,2023-05-27T10:15:00Z
13.74,95.5,5.288,194.7,-52.39,0.863,0,2023-05-27T10:30:00Z
13.33,95.3,5.448,197.7,-66.34,3.756,0,2023-05-27T10:45:00Z
13.1,95.2,5.022,188.4,-59.36,9.08,0,2023-05-27T11:00:00Z
12.97,95.1,4.542,184.4,-49.42,15.63,0,2023-05-27T11:15:00Z
12.94,95,4.755,193.1,-45.15,19.14,0,2023-05-27T11:30:00Z
12.93,94.9,5.341,208.4,-34.44,27.24,0,2023-05-27T11:45:00Z
13.06,94.7,5.341,209.3,-19.63,44,0,2023-05-27T12:00:00Z
13.15,94.4,5.608,181.2,44.97,159,0,2023-05-27T12:15:00Z
13.34,93.9,5.874,170.5,101.3,217.5,0,2023-05-27T12:30:00Z
13.7,93.2,6.886,207.9,161.6,269.6,0,2023-05-27T12:45:00Z
13.87,92.4,7.74,170.5,215.7,332.5,0,2023-05-27T13:00:00Z
14.22,91.6,7.79,185,239.3,352.5,0,2023-05-27T13:15:00Z
14.23,90.4,7.53,192,247.6,347.7,0,2023-05-27T13:30:00Z
14.43,88.8,7.53,183.2,256.8,356.1,0,2023-05-27T13:45:00Z
14.64,87.1,7.05,171.1,307.3,415.8,0,2023-05-27T14:00:00Z
14.83,85.1,6.939,201.1,333.3,433.9,0,2023-05-27T14:15:00Z
15.12,83.1,6.886,167.8,297.7,397.5,0,2023-05-27T14:30:00Z
15.03,81.4,8,187,335.3,425.5,0,2023-05-27T14:45:00Z
15.37,79.9,7.69,168.5,358.3,453,0,2023-05-27T15:00:00Z
15.61,78.2,7.37,185.6,388.8,485.2,0,2023-05-27T15:15:00Z
15.79,76.4,6.993,189.6,407.1,496.2,0,2023-05-27T15:30:00Z
16.08,74.6,6.993,182.3,417.9,507.8,0,2023-05-27T15:45:00Z
16.32,72,7.37,195.7,425.4,517.3,0,2023-05-27T16:00:00Z
16.51,69.36,8.11,195.2,422.4,514.7,0,2023-05-27T16:15:00Z
16.66,66.83,7.21,201,419.1,506.5,0,2023-05-27T16:30:00Z
16.71,65.18,7.9,165,406.3,495.8,0,2023-05-27T16:45:00Z
16.62,62.6,8,199.3,394.3,485.7,0,2023-05-27T17:00:00Z
16.47,59.23,8.22,187.4,381.9,472.1,0,2023-05-27T17:15:00Z
16.74,55.3,8.48,181.7,358.5,454.2,0,2023-05-27T17:30:00Z
16.9,52.22,10.14,173.5,330.2,429.8,0,2023-05-27T17:45:00Z
17.03,50.36,6.939,179.5,298.7,401.7,0,2023-05-27T18:00:00Z
17.03,49.49,8.16,187.5,270.9,372.2,0,2023-05-27T18:15:00Z
17.2,49.43,6.567,192.2,236,339.3,0,2023-05-27T18:30:00Z
17.16,49.24,6.513,204.6,200.7,304.8,0,2023-05-27T18:45:00Z
17.13,48.62,5.661,149.1,166.1,272.5,0,2023-05-27T19:00:00Z
16.91,48.37,5.288,172.4,59.81,143.2,0,2023-05-27T19:15:00Z
16.23,48.93,4.436,214.3,-12.37,56.67,0,2023-05-27T19:30:00Z
15.63,50.79,2.625,204.9,-29.02,35.67,0,2023-05-27T19:45:00Z
15.19,52.55,0,183.5,-36.55,25.06,0,2023-05-27T20:00:00Z
14.74,53.85,0,198.7,-40.66,19.59,0,2023-05-27T20:15:00Z
14.24,55.27,0,220.3,-41.65,16.09,0,2023-05-27T20:30:00Z
13.68,56.85,0,219.3,-43.69,10.5,0,2023-05-27T20:45:00Z
13.48,58.59,0,210.1,-45.44,3.407,0,2023-05-27T21:00:00Z
13.29,59.15,0,205.8,-50.74,0.485,0,2023-05-27T21:15:00Z
13.32,58.57,4.489,214,-51.02,0.032,0,2023-05-27T21:30:00Z
13.12,57.52,3.264,198.7,-49.42,0.035,0,2023-05-27T21:45:00Z
12.99,57.15,3.797,213.7,-55.17,0.023,0,2023-05-27T22:00:00Z
12.71,57.13,3.903,223.3,-58.17,0.045,0,2023-05-27T22:15:00Z
12.46,57.99,4.596,195.4,-60.48,0.063,0,2023-05-27T22:30:00Z
12.25,58.81,5.235,190,-61.96,0.063,0,2023-05-27T22:45:00Z
12.08,59.52,5.128,203,-65.25,0.085,0,2023-05-27T23:00:00Z
11.85,59.99,5.501,214,-64.52,0.096,0,2023-05-27T23:15:00Z
11.59,60.28,4.915,186.9,-65.39,0.095,0,2023-05-27T23:30:00Z
11.27,61.22,5.128,199.1,-64.8,0.121,0,2023-05-27T23:45:00Z
10.98,62.04,4.436,195,-63.46,0.126,0,2023-05-28T00:00:00Z
10.84,62.75,4.329,222.3,-64.42,0.129,0,2023-05-28T00:15:00Z
10.66,63.44,5.288,186.8,-63.53,0.116,0,2023-05-28T00:30:00Z
10.42,64.25,5.075,179.3,-49.47,0.111,0,2023-05-28T00:45:00Z
10.22,64.45,5.395,195.4,-55.42,0.055,0,2023-05-28T01:00:00Z
9.96,64.36,5.235,183.7,-63.88,0.048,0,2023-05-28T01:15:00Z
9.55,64.66,5.661,178.1,-65.33,0.051,0,2023-05-28T01:30:00Z
9.3,65,5.128,169.1,-65.93,0.053,0,2023-05-28T01:45:00Z
9.03,65.62,5.448,172.7,-64.55,0.028,0,2023-05-28T02:00:00Z
8.71,66.14,4.383,230.7,-66.12,0.013,0,2023-05-28T02:15:00Z
8.5,66.96,4.755,191.4,-65.8,0.003,0,2023-05-28T02:30:00Z
8.31,67.74,4.542,193.7,-65.84,0.002,0,2023-05-28T02:45:00Z
8.04,68.54,4.436,186.8,-65.13,0.002,0,2023-05-28T03:00:00Z
7.94,69.43,4.542,171.4,-64.92,0,0,2023-05-28T03:15:00Z
7.73,70.2,4.383,184.2,-64.33,0.002,0,2023-05-28T03:30:00Z
7.46,71.1,3.797,187.4,-64.09,0,0,2023-05-28T03:45:00Z
7.24,72,3.69,183.3,-62.03,0,0,2023-05-28T04:00:00Z
7.11,72.9,3.637,187,-62.86,0,0,2023-05-28T04:15:00Z
7.04,73.9,3.85,191.3,-63.81,0,0,2023-05-28T04:30:00Z
6.967,74.8,3.743,193.6,-64.71,0.005,0,2023-05-28T04:45:00Z
6.725,75.5,3.051,205.1,-63.62,0.02,0,2023-05-28T05:00:00Z
6.483,76.2,3.051,197.8,-63.99,0.01,0,2023-05-28T05:15:00Z
6.172,77,2.092,190.7,-63.5,0.035,0,2023-05-28T05:30:00Z
6.146,77.9,2.572,193.5,-63.27,0.02,0,2023-05-28T05:45:00Z
6.019,78.4,2.412,201.7,-64.27,0.05,0,2023-05-28T06:00:00Z
6.046,79.1,3.584,188.1,-60.52,0.032,0,2023-05-28T06:15:00Z
6.008,79.3,2.891,196.3,-61.66,0.066,0,2023-05-28T06:30:00Z
5.837,79.7,2.944,198.8,-62.93,0.058,0,2023-05-28T06:45:00Z
5.634,80.2,2.572,198.6,-62.79,0.096,0,2023-05-28T07:00:00Z
5.346,80.5,0,211.2,-60.3,0.091,0,2023-05-28T07:15:00Z
5.103,81,0,194.5,-59.28,0.13,0,2023-05-28T07:30:00Z
4.952,81.5,0,206,-56.94,0.138,0,2023-05-28T07:45:00Z
5.057,81.9,0,208.1,-55.08,0.115,0,2023-05-28T08:00:00Z
5.018,82.2,0,180.9,-55.21,0.11,0,2023-05-28T08:15:00Z
4.826,82.3,0,188.7,-51.14,0.11,0,2023-05-28T08:30:00Z
4.637,82.5,0,188.6,-47.03,0.101,0,2023-05-28T08:45:00Z
4.672,82.8,0,223.6,-52.17,0.105,0,2023-05-28T09:00:00Z
4.714,83.1,0,195.2,-52.06,0.053,0,2023-05-28T09:15:00Z
4.407,83.5,0,208.1,-51.59,0.056,0,2023-05-28T09:30:00Z
4.405,83.9,0,203.3,-52.59,0.055,0,2023-05-28T09:45:00Z
4.361,84.1,0,207.7,-53.88,0.045,0,2023-05-28T10:00:00Z
4.331,84.6,0,207.9,-44.72,0.086,0,2023-05-28T10:15:00Z
4.279,84.9,0,184.4,-32.07,1.028,0,2023-05-28T10:30:00Z
4.52,85.2,0,200.7,-50.61,5.863,0,2023-05-28T10:45:00Z
4.534,85.4,0,199.6,-16.96,21.39,0,2023-05-28T11:00:00Z
5.127,85.7,2.891,188.6,-12.06,36.01,0,2023-05-28T11:15:00Z
5.501,85.6,2.891,185.1,-23.36,33.38,0,2023-05-28T11:30:00Z
5.565,85.3,2.838,188,-37.71,25.51,0,2023-05-28T11:45:00Z
5.972,85,3.104,181.7,-30.23,31.73,0,2023-05-28T12:00:00Z
6.487,84.7,4.01,174.5,44.86,191.6,0,2023-05-28T12:15:00Z
7.19,83.6,3.584,189.8,50.36,246.4,0,2023-05-28T12:30:00Z
7.98,82.3,4.436,173.4,160.7,283.4,0,2023-05-28T12:45:00Z
8.63,80.8,3.743,145.2,188.3,319.3,0,2023-05-28T13:00:00Z
9.4,79,2.731,155.5,221.6,352.8,0,2023-05-28T13:15:00Z
10.09,77,5.288,143.8,251,383.8,0,2023-05-28T13:30:00Z
10.38,74.8,4.542,172.6,285.7,412.6,0,2023-05-28T13:45:00Z
10.9,72.9,5.395,188.5,311.6,438.7,0,2023-05-28T14:00:00Z
11.19,70.8,5.821,175.5,338.4,461.6,0,2023-05-28T14:15:00Z
11.54,68.82,5.395,169.9,362.2,483.2,0,2023-05-28T14:30:00Z
11.87,66.7,5.768,188.2,380.4,499.4,0,2023-05-28T14:45:00Z
12.16,64.56,5.714,148.9,411.3,515,0,2023-05-28T15:00:00Z
12.49,62.86,5.022,213.3,417.8,524.3,0,2023-05-28T15:15:00Z
12.42,60.83,5.874,162.5,423,531,0,2023-05-28T15:30:00Z
12.57,59.06,5.182,152.5,432.4,536.1,0,2023-05-28T15:45:00Z
12.74,57.54,5.608,118.8,433,535.6,0,2023-05-28T16:00:00Z
13.06,56.37,4.969,161,430.5,533.5,0,2023-05-28T16:15:00Z
13.07,55.04,4.329,154.2,428.6,525.5,0,2023-05-28T16:30:00Z
13.28,54.47,5.554,149.7,415.8,515.1,0,2023-05-28T16:45:00Z
13.4,53.44,5.182,196.4,393.9,501.9,0,2023-05-28T17:00:00Z
13.35,52.68,5.714,152.5,373.3,482.5,0,2023-05-28T17:15:00Z
13.43,51.76,4.969,183.8,356.2,463.3,0,2023-05-28T17:30:00Z
13.52,50.88,4.969,111.2,332.1,440.2,0,2023-05-28T17:45:00Z
13.54,49.82,4.862,159,305.7,413.8,0,2023-05-28T18:00:00Z
13.76,49.69,4.116,188.1,265.8,383.2,0,2023-05-28T18:15:00Z
13.77,49.34,4.862,186.6,230.1,351.2,0,2023-05-28T18:30:00Z
13.62,48.26,4.755,155.9,196.2,319.3,0,2023-05-28T18:45:00Z
13.54,47.67,3.85,190.9,159.7,282.7,0,2023-05-28T19:00:00Z
13.37,48.51,4.755,186,121.4,242.5,0,2023-05-28T19:15:00Z
13.08,48.36,4.915,171.7,37,200,0,2023-05-28T19:30:00Z
12.73,48.59,3.477,187.2,-50.23,70,0,2023-05-28T19:45:00Z
12.29,49.68,3.584,173.2,-50.5,20.55,0,2023-05-28T20:00:00Z
11.8,51.26,2.891,170.1,-51.16,17.84,0,2023-05-28T20:15:00Z
11.25,53.17,0,172,-57.27,14.14,0,2023-05-28T20:30:00Z
10.37,54.64,0,159.2,-55.11,9.61,0,2023-05-28T20:45:00Z
9.51,56.18,0,220.2,-54.42,4.164,0,2023-05-28T21:00:00Z
8.88,57.69,0,161.4,-58.36,0.936,0,2023-05-28T21:15:00Z
8.71,59.79,0,141.6,-53.23,0.091,0,2023-05-28T21:30:00Z
8.72,62,0,214.4,-58.92,0.013,0,2023-05-28T21:45:00Z
8.17,62.81,0,142.2,-65.11,0.003,0,2023-05-28T22:00:00Z
7.32,64.24,0,144,-61.67,0.007,0,2023-05-28T22:15:00Z
7.13,66.62,0,24.27,-58.24,0.008,0,2023-05-28T22:30:00Z
6.698,68.47,0,299,-58.33,0.032,0,2023-05-28T22:45:00Z
6.76,70.3,0,31.01,-63.97,0.045,0,2023-05-28T23:00:00Z
6.363,72.7,0,32.17,-69.4,0.09,0,2023-05-28T23:15:00Z
6.191,75,0,30.43,-66.64,0.12,0,2023-05-28T23:30:00Z
6.011,76.4,0,25.81,-65.88,0.159,0,2023-05-28T23:45:00Z
5.735,78.1,0,77.6,-69.94,0.184,0,2023-05-29T00:00:00Z
5.745,79.2,0,55.67,-63.86,0.181,0,2023-05-29T00:15:00Z
5.786,79.6,0,326.4,-61.86,0.193,0,2023-05-29T00:30:00Z
5.791,79.6,0,11.56,-59.71,0.188,0,2023-05-29T00:45:00Z
6.153,80,0,267.6,-60.63,0.188,0,2023-05-29T01:00:00Z
5.88,80,0,14.26,-61.28,0.188,0,2023-05-29T01:15:00Z
5.533,81,0,242.2,-59.98,0.169,0,2023-05-29T01:30:00Z
5.42,81.2,0,10.4,-59.68,0.183,0,2023-05-29T01:45:00Z
5.157,82.2,0,19.27,-62.81,0.174,0,2023-05-29T02:00:00Z
4.859,83.3,0,269.9,-60.97,0.173,0,2023-05-29T02:15:00Z
4.664,83.5,0,75.9,-56.31,0.156,0,2023-05-29T02:30:00Z
4.849,84.1,0,37.96,-59.68,0.148,0,2023-05-29T02:45:00Z
4.796,84.7,0,23.31,-60.7,0.161,0,2023-05-29T03:00:00Z
4.608,85.6,0,40.7,-61.28,0.148,0,2023-05-29T03:15:00Z
4.684,86.1,0,27.89,-60.08,0.121,0,2023-05-29T03:30:00Z
4.653,85.9,0,178.1,-57.74,0.146,0,2023-05-29T03:45:00Z
4.295,85.9,0,229.2,-54.14,0.179,0,2023-05-29T04:00:00Z
4.63,86.1,0,7.71,-56.5,0.188,0,2023-05-29T04:15:00Z
4.414,86.1,0,327.5,-56.15,0.216,0,2023-05-29T04:30:00Z
4.248,86.1,0,23.51,-54.32,0.274,0,2023-05-29T04:45:00Z
4.238,87,0,28.71,-58.44,0.321,0,2023-05-29T05:00:00Z
4.027,87.6,0,20.04,-61.21,0.327,0,2023-05-29T05:15:00Z
3.808,88.5,0,26.59,-62.85,0.327,0,2023-05-29T05:30:00Z
3.851,89,0,10.41,-62.64,0.357,0,2023-05-29T05:45:00Z
4.141,89.3,0,39.11,-58.89,0.243,0,2023-05-29T06:00:00Z
4.249,89.1,0,226,-56.01,0.324,0,2023-05-29T06:15:00Z
3.772,88.8,0,114.6,-54.83,0.395,0,2023-05-29T06:30:00Z
3.603,88.8,0,245,-55.14,0.395,0,2023-05-29T06:45:00Z
3.374,89,0,26.21,-57.68,0.399,0,2023-05-29T07:00:00Z
3.167,90.1,0,14.31,-59.84,0.399,0,2023-05-29T07:15:00Z
3.166,90.4,0,6.167,-57.89,0.399,0,2023-05-29T07:30:00Z
