Date,Difference
2023-03-28T18:03:02Z,0
2023-03-31T13:14:45Z,1
2023-03-31T13:15:31Z,1
2023-03-31T13:16:13Z,1
2023-03-31T13:17:45Z,1
2023-03-31T13:18:59Z,1
2023-03-31T13:19:27Z,1
2023-03-31T13:19:50Z,1
2023-03-31T13:20:03Z,1
2023-03-31T13:20:29Z,1
2023-03-31T13:20:55Z,1
2023-03-31T13:21:13Z,1
2023-03-31T13:21:29Z,1
2023-03-31T13:21:49Z,1
2023-03-31T13:22:05Z,1
2023-03-31T13:22:27Z,1
2023-03-31T13:22:58Z,1
2023-03-31T13:24:37Z,1
2023-03-31T13:28:45Z,1
2023-03-31T16:14:10Z,1
2023-03-31T16:14:57Z,1
2023-03-31T16:17:10Z,1
2023-04-03T19:51:20Z,1
2023-04-12T10:41:07Z,1
2023-04-12T10:42:25Z,1
2023-04-12T10:44:33Z,1
2023-04-12T10:48:25Z,1
2023-04-12T10:51:16Z,1
2023-04-12T10:52:31Z,1
2023-04-12T10:53:25Z,1
2023-04-12T10:54:02Z,1
2023-04-12T10:54:56Z,1
2023-04-12T10:55:17Z,1
2023-04-12T10:55:51Z,1
2023-04-12T10:56:22Z,1
2023-04-12T10:56:46Z,1
2023-04-12T10:56:59Z,1
2023-04-12T10:57:20Z,1
2023-04-12T10:57:42Z,1
2023-04-12T10:58:01Z,1
2023-04-12T10:58:15Z,1
2023-04-12T10:58:28Z,1
2023-04-12T10:58:41Z,1
2023-04-12T10:58:58Z,1
2023-04-12T10:59:14Z,1
2023-04-12T10:59:49Z,1
2023-04-12T11:01:49Z,1
2023-04-12T11:24:16Z,1
2023-04-12T12:04:14Z,1
2023-04-12T12:09:14Z,1
2023-04-12T12:27:35Z,1
2023-04-12T12:34:06Z,1
2023-04-12T12:36:46Z,1
2023-04-12T21:06:15Z,1
2023-04-12T21:08:06Z,1
2023-04-12T21:08:45Z,1
2023-04-12T21:09:04Z,1
2023-04-12T21:09:28Z,1
2023-04-12T21:09:47Z,1
2023-04-12T21:10:17Z,1
2023-04-12T21:10:39Z,1
2023-04-12T21:11:10Z,1
2023-04-12T21:11:31Z,1
2023-04-12T21:11:45Z,1
2023-04-12T21:11:53Z,1
2023-04-12T21:12:06Z,1
2023-04-12T21:12:17Z,1
2023-04-12T21:12:29Z,1
2023-04-12T21:12:39Z,1
2023-04-12T21:12:53Z,1
2023-04-12T21:13:01Z,1
2023-04-12T21:13:11Z,1
2023-04-12T21:13:18Z,1
2023-04-12T21:13:27Z,1
2023-04-12T21:13:34Z,1
2023-04-12T21:13:43Z,1
2023-04-12T21:13:50Z,1
2023-04-12T21:14:00Z,1
2023-04-12T21:14:08Z,1
2023-04-12T21:14:16Z,1
2023-04-12T21:14:22Z,1
2023-04-12T21:14:28Z,1
2023-04-12T21:14:33Z,1
2023-04-12T21:14:40Z,1
2023-04-12T21:14:45Z,1
2023-04-12T21:14:51Z,1
2023-04-12T21:14:57Z,1
2023-04-12T21:15:05Z,1
2023-04-12T21:15:13Z,1
2023-04-12T21:15:23Z,1
2023-04-12T21:15:26Z,1
2023-04-12T21:15:33Z,1
2023-04-12T21:15:39Z,1
2023-04-12T21:15:47Z,1
2023-04-12T21:15:53Z,1
2023-04-12T21:16:02Z,1
2023-04-12T21:16:12Z,1
2023-04-12T21:16:23Z,1
2023-04-12T21:16:30Z,1
2023-04-12T21:16:38Z,1
2023-04-12T21:16:43Z,1
2023-04-12T21:16:51Z,1
2023-04-12T21:16:55Z,1
2023-04-12T21:17:01Z,1
2023-04-12T21:17:08Z,1
2023-04-12T21:17:23Z,1
2023-04-12T21:17:32Z,1
2023-04-12T21:17:42Z,1
2023-04-12T21:17:51Z,1
2023-04-12T21:17:59Z,1
2023-04-12T21:18:04Z,1
2023-04-12T21:18:10Z,1
2023-04-12T21:18:15Z,1
2023-04-12T21:18:21Z,1
2023-04-12T21:18:25Z,1
2023-04-12T21:18:31Z,1
2023-04-12T21:18:34Z,1
2023-04-12T21:18:41Z,1
2023-04-12T21:18:47Z,1
2023-04-12T21:18:52Z,1
2023-04-12T21:18:58Z,1
2023-04-12T21:19:04Z,1
2023-04-12T21:19:09Z,1
2023-04-12T21:19:13Z,1
2023-04-12T21:19:18Z,1
2023-04-12T21:19:25Z,1
2023-04-12T21:19:31Z,1
2023-04-12T21:19:39Z,1
2023-04-12T21:19:43Z,1
2023-04-12T21:19:53Z,1
2023-04-12T21:19:59Z,1
2023-04-12T21:20:04Z,1
2023-04-12T21:20:09Z,1
2023-04-12T21:20:14Z,1
2023-04-12T21:20:18Z,1
2023-04-12T21:20:22Z,1
2023-04-12T21:20:26Z,1
2023-04-12T21:20:31Z,1
2023-04-12T21:20:35Z,1
2023-04-12T21:20:38Z,1
2023-04-12T21:20:41Z,1
2023-04-12T21:20:44Z,1
2023-04-12T21:20:46Z,1
2023-04-12T21:20:51Z,1
2023-04-12T21:20:53Z,1
2023-04-12T21:20:55Z,1
2023-04-12T21:20:58Z,1
2023-04-12T21:21:01Z,1
2023-04-12T21:21:06Z,1
2023-04-12T21:21:10Z,1
2023-04-12T21:21:15Z,1
2023-04-12T21:21:19Z,1
2023-04-12T21:21:24Z,1
2023-04-12T21:21:28Z,1
2023-04-12T21:21:33Z,1
2023-04-12T21:21:40Z,1
2023-04-12T21:21:43Z,1
2023-04-12T21:21:50Z,1
