"Plot Title: V1"
"#","Date Time, GMT-03:00","Volt, V (LGR S/N: 10453363, SEN S/N: 10453363)","Temp, °C (LGR S/N: 10453363, SEN S/N: 10453363)","Host Connected (LGR S/N: 10453363)","Stopped (LGR S/N: 10453363)","End Of File (LGR S/N: 10453363)"
1,11/01/19 03:45:30 PM,0.42918,28.023,,,
2,11/01/19 03:47:30 PM,0.41758,27.974,,,
3,11/01/19 03:49:30 PM,0.41392,27.974,,,
4,11/01/19 03:51:30 PM,0.41331,27.974,,,
5,11/01/19 03:53:30 PM,0.41331,27.998,,,
6,11/01/19 03:55:30 PM,0.41331,27.974,,,
7,11/01/19 03:57:30 PM,0.41331,28.048,,,
8,11/01/19 03:59:30 PM,0.41270,28.048,,,
9,11/01/19 04:01:30 PM,0.41270,28.048,,,
10,11/01/19 04:03:30 PM,0.41270,28.072,,,
11,11/01/19 04:05:30 PM,0.41270,28.097,,,
12,11/01/19 04:07:30 PM,0.41331,28.122,,,
13,11/01/19 04:09:30 PM,0.41270,28.097,,,
14,11/01/19 04:11:30 PM,0.41270,28.122,,,
15,11/01/19 04:13:30 PM,0.41270,28.097,,,
16,11/01/19 04:15:30 PM,0.41270,28.147,,,
17,11/01/19 04:17:30 PM,0.41270,28.147,,,
18,11/01/19 04:19:30 PM,0.41270,28.147,,,
19,11/01/19 04:21:30 PM,0.41270,28.171,,,
20,11/01/19 04:23:30 PM,0.41270,28.171,,,
21,11/01/19 04:25:30 PM,0.41270,28.171,,,
22,11/01/19 04:27:30 PM,0.41270,28.171,,,
23,11/01/19 04:29:30 PM,0.41270,28.171,,,
24,11/01/19 04:31:30 PM,0.41270,28.147,,,
25,11/01/19 04:33:30 PM,0.41270,28.147,,,
26,11/01/19 04:35:30 PM,0.41270,28.147,,,
27,11/01/19 04:37:30 PM,0.41209,28.122,,,
28,11/01/19 04:39:30 PM,0.41270,28.097,,,
29,11/01/19 04:41:30 PM,0.41270,28.122,,,
30,11/01/19 04:43:30 PM,0.41270,28.147,,,
31,11/01/19 04:45:30 PM,0.41270,28.147,,,
32,11/01/19 04:47:30 PM,0.41270,28.122,,,
33,11/01/19 04:49:30 PM,0.41270,28.048,,,
34,11/01/19 04:51:30 PM,0.41270,28.048,,,
35,11/01/19 04:53:30 PM,0.41270,28.048,,,
36,11/01/19 04:55:30 PM,0.41270,28.048,,,
37,11/01/19 04:57:30 PM,0.41270,28.048,,,
38,11/01/19 04:59:30 PM,0.41270,28.023,,,
39,11/01/19 05:01:30 PM,0.41209,28.048,,,
40,11/01/19 05:03:30 PM,0.41270,28.048,,,
41,11/01/19 05:05:30 PM,0.41209,27.974,,,
42,11/01/19 05:07:30 PM,0.41209,27.998,,,
43,11/01/19 05:09:30 PM,0.41209,27.998,,,
44,11/01/19 05:11:30 PM,0.41209,27.974,,,
45,11/01/19 05:13:30 PM,0.41270,27.974,,,
46,11/01/19 05:15:30 PM,0.41209,27.974,,,
47,11/01/19 05:17:30 PM,0.41209,27.949,,,
48,11/01/19 05:19:30 PM,0.41209,27.974,,,
49,11/01/19 05:21:30 PM,0.41270,27.949,,,
50,11/01/19 05:23:30 PM,0.41270,27.899,,,
51,11/01/19 05:25:30 PM,0.41270,27.875,,,
52,11/01/19 05:27:30 PM,0.41209,27.875,,,
53,11/01/19 05:29:30 PM,0.41209,27.850,,,
54,11/01/19 05:31:30 PM,0.41209,27.825,,,
55,11/01/19 05:33:30 PM,0.41209,27.825,,,
56,11/01/19 05:35:30 PM,0.41209,27.801,,,
57,11/01/19 05:37:30 PM,0.41209,27.751,,,
58,11/01/19 05:39:30 PM,0.41209,27.751,,,
59,11/01/19 05:41:30 PM,0.41209,27.727,,,
60,11/01/19 05:43:30 PM,0.41209,27.702,,,
61,11/01/19 05:45:30 PM,0.41209,27.677,,,
62,11/01/19 05:47:30 PM,0.41209,27.677,,,
63,11/01/19 05:49:30 PM,0.41209,27.653,,,
64,11/01/19 05:51:30 PM,0.41209,27.628,,,
65,11/01/19 05:53:30 PM,0.41148,27.604,,,
66,11/01/19 05:55:30 PM,0.41148,27.579,,,
67,11/01/19 05:57:30 PM,0.41209,27.530,,,
68,11/01/19 05:59:30 PM,0.41209,27.530,,,
69,11/01/19 06:01:30 PM,0.41209,27.505,,,
70,11/01/19 06:03:30 PM,0.41209,27.481,,,
71,11/01/19 06:05:30 PM,0.41209,27.431,,,
72,11/01/19 06:07:30 PM,0.41209,27.382,,,
73,11/01/19 06:09:30 PM,0.41209,27.382,,,
74,11/01/19 06:11:30 PM,0.41209,27.333,,,
75,11/01/19 06:13:30 PM,0.41209,27.284,,,
76,11/01/19 06:15:30 PM,0.41148,27.259,,,
77,11/01/19 06:17:30 PM,0.41148,27.235,,,
78,11/01/19 06:19:30 PM,0.41148,27.210,,,
79,11/01/19 06:21:30 PM,0.41148,27.161,,,
80,11/01/19 06:23:30 PM,0.41148,27.161,,,
81,11/01/19 06:25:30 PM,0.41148,27.112,,,
82,11/01/19 06:27:30 PM,0.41148,27.087,,,
83,11/01/19 06:29:30 PM,0.41148,27.063,,,
84,11/01/19 06:31:30 PM,0.41148,27.038,,,
85,11/01/19 06:33:30 PM,0.41148,27.014,,,
86,11/01/19 06:35:30 PM,0.41148,26.965,,,
87,11/01/19 06:37:30 PM,0.41148,26.965,,,
88,11/01/19 06:39:30 PM,0.41148,26.916,,,
89,11/01/19 06:41:30 PM,0.41148,26.891,,,
90,11/01/19 06:43:30 PM,0.41148,26.867,,,
91,11/01/19 06:45:30 PM,0.41148,26.818,,,
92,11/01/19 06:47:30 PM,0.41148,26.793,,,
93,11/01/19 06:49:30 PM,0.41148,26.769,,,
94,11/01/19 06:51:30 PM,0.41148,26.744,,,
95,11/01/19 06:53:30 PM,0.41148,26.720,,,
96,11/01/19 06:55:30 PM,0.41148,26.695,,,
97,11/01/19 06:57:30 PM,0.41148,26.671,,,
98,11/01/19 06:59:30 PM,0.41148,26.622,,,
99,11/01/19 07:01:30 PM,0.41148,26.598,,,
100,11/01/19 07:03:30 PM,0.41148,26.573,,,
101,11/01/19 07:05:30 PM,0.41148,26.549,,,
102,11/01/19 07:07:30 PM,0.41148,26.524,,,
103,11/01/19 07:09:30 PM,0.41148,26.500,,,
104,11/01/19 07:11:30 PM,0.41148,26.451,,,
105,11/01/19 07:13:30 PM,0.41148,26.426,,,
106,11/01/19 07:15:30 PM,0.41148,26.402,,,
107,11/01/19 07:17:30 PM,0.41148,26.402,,,
108,11/01/19 07:19:30 PM,0.41148,26.353,,,
109,11/01/19 07:21:30 PM,0.41148,26.329,,,
110,11/01/19 07:23:30 PM,0.41148,26.304,,,
111,11/01/19 07:25:30 PM,0.41148,26.280,,,
112,11/01/19 07:27:30 PM,0.41148,26.256,,,
